file_name,period_id,year,month,period_type,period_order,period_start,period_end,percent_inundation,percent_inundation_ssd,percent_inundation_ceq,percent_inundation_eeq,percent_inundation_jon,percent_inundation_lak,percent_inundation_nbg,percent_inundation_uni,percent_inundation_upn,percent_inundation_war,percent_inundation_wbg,percent_inundation_weq,percent_inundation_aby
2012-02-01.tif,2012-02-mid,2012,2,Mid,0,2012-02-01,2012-02-15,0.008153562200073829,0.017012773123812,0.0007522396225124803,0.005609148059830912,0.04601650583227735,0.017031740971811104,0.007214224151690235,0.03521070871140975,0.02205703922244786,0.025940159209442766,0.00016224635486522735,0.00016259552487086164,0.0012091898428053204
2012-02-16.tif,2012-02-shm,2012,2,Shm,1,2012-02-16,2012-02-29,0.004144702842377261,0.00866504448613407,2.2795140076135767e-05,0.0007180793409928463,0.02327224875718881,0.004462862607586867,0.0073099881891020525,0.02457606941615301,0.010524030294902741,0.014740598407905573,0.00015142993120754553,0.00013758082873688293,0.0
2012-03-01.tif,2012-03-mid,2012,3,Mid,0,2012-03-01,2012-03-15,0.0030660760428202287,0.006428354725065166,0.0001367708404568146,0.00013548666811185779,0.014686291711342886,0.005305341773304795,0.0075015162639256875,0.026057511706039524,0.005006577518934314,0.01402690090584683,0.000497555488253364,2.5014696133978713e-05,0.0
2012-03-16.tif,2012-03-shm,2012,3,Shm,1,2012-03-16,2012-03-31,0.001400516795865633,0.0029363325098600095,0.0,8.129200086711468e-05,0.0072294245702960004,0.0025957466186984834,0.0043413030293357165,0.0110579085209386,0.0021456760795432774,0.005105682130112544,0.000183879202180591,3.752204420096807e-05,0.0
2012-04-01.tif,2012-04-mid,2012,4,Mid,0,2012-04-01,2012-04-15,0.00238390550018457,0.004998111583731139,0.0007294444824363446,0.0002845220030349014,0.01163206290411671,0.007263536590919441,0.0029048424681584577,0.021930636755641386,0.0017625196367676923,0.012434806478177327,9.734781291913641e-05,0.00013758082873688293,0.0
2012-04-16.tif,2012-04-shm,2012,4,Shm,1,2012-04-16,2012-04-30,0.0009117755629383537,0.0019085387372996267,0.002074357746928355,0.0018019726858877086,0.004768171036813204,0.001730497745798989,6.384269160787819e-05,0.005978677812756276,0.0007535410041253178,0.0019489431786988746,7.571496560377276e-05,0.00018761022100484035,0.0
2012-05-01.tif,2012-05-mid,2012,5,Mid,0,2012-05-01,2012-05-15,0.0013554817275747508,0.002841911696416962,0.006382639221318015,0.0064220680685020595,0.00663644929655262,0.0019581948176146456,0.00012768538321575638,0.0016930769027274411,0.0006641378341443478,0.001372495196266813,0.00010816423657681824,0.0002876690055407552,0.0
2012-05-16.tif,2012-05-shm,2012,5,Shm,1,2012-05-16,2012-05-31,0.0021469176818014026,0.004501241401514448,0.0063598440812418795,0.0058530240624322565,0.013662800142963902,0.006512136253927775,6.384269160787819e-05,0.0035184254384804637,0.0007024534784219064,0.0006038978863573978,5.408211828840912e-05,0.0006753967956174252,0.0
2012-06-01.tif,2012-06-mid,2012,6,Mid,0,2012-06-01,2012-06-15,0.0026511627906976743,0.005542966113763149,0.001276527844263603,0.0004064600043355734,0.02306917503330409,0.005009335579944442,0.0,0.0071162138567762755,0.0010089786326423745,0.0009058468295360966,0.00020551204949595465,0.0006503820994834466,0.0
2012-06-16.tif,2012-06-shm,2012,6,Shm,1,2012-06-16,2012-06-30,0.0029531192321889995,0.006191528750363752,0.0019375869064715402,0.0005419466724474311,0.02281736361568704,0.0039619290495924225,0.0013087751779615028,0.013491706568609296,0.0026182356922998325,0.0008234971177600879,0.0004110240989919093,0.0007629482320863507,0.001767277462561622
